"Day ","Items ","Note ","Amount "
"51","Retail","Revenue - Retail Sales Bangkok - Red Wine","25174"
"51","Retail","Revenue - Retail Sales Bangkok - White Wine","8160"
"51","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","42880"
"51","Retail","Revenue - Retail Sales Jakarta - Red Wine","36120"
"51","Retail","Revenue - Retail Sales Jakarta - White Wine","58560"
"51","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","10560"
"51","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-3100"
"51","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"51","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"51","Rental Expense","Cash Payment - Rental - Manila","-1860"
"51","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"51","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"50","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"50","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-20000"
"50","Marketing Expense","Cash Payment - Marketing - Manila","-20000"
"50","Marketing Expense","Cash Payment - Marketing - Bangkok","-20000"
"50","Marketing Expense","Cash Payment - Marketing - Jakarta","-20000"
"50","Salary Expense","Cash Payment - Salary Expense","-1700"
"50","Salary Expense","Cash Payment - Salary Expense","-1625"
"50","Salary Expense","Cash Payment - Salary Expense","-1680"
"50","Salary Expense","Cash Payment - Salary Expense","-1661"
"50","Salary Expense","Cash Payment - Salary Expense","-1620"
"50","Salary Expense","Cash Payment - Salary Expense","-17209"
"50","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 365","-15000"
"50","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","34504"
"50","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","10512"
"50","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","80642"
"50","Retail","Revenue - Retail Sales Manila - Red Wine","71073"
"50","Retail","Revenue - Retail Sales Manila - White Wine","36946"
"50","Retail","Revenue - Retail Sales Manila - Sparkling Wine","11656"
"50","Retail","Revenue - Retail Sales Bangkok - Red Wine","26404"
"50","Retail","Revenue - Retail Sales Bangkok - White Wine","8480"
"50","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","39720"
"50","Retail","Revenue - Retail Sales Jakarta - Red Wine","37926"
"50","Retail","Revenue - Retail Sales Jakarta - White Wine","52000"
"50","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","9840"
"50","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-3379"
"50","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"50","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"50","Rental Expense","Cash Payment - Rental - Manila","-1860"
"50","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"50","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"49","Sales E Commerce","Revenue - ECM SO ID: 7558","100000"
"49","Sales E Commerce","Revenue - ECM SO ID: 7618","100000"
"49","Sales E Commerce","Revenue - ECM SO ID: 7630","100000"
"49","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8301 ","-113120"
"49","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8301 ","-168000"
"49","Human Resource Expense","Counselled","-2000"
"49","Human Resource Expense","Counselled","-2000"
"49","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"49","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-20000"
"49","Marketing Expense","Cash Payment - Marketing - Manila","-20000"
"49","Marketing Expense","Cash Payment - Marketing - Bangkok","-20000"
"49","Marketing Expense","Cash Payment - Marketing - Jakarta","-20000"
"49","Salary Expense","Cash Payment - Salary Expense","-1700"
"49","Salary Expense","Cash Payment - Salary Expense","-1625"
"49","Salary Expense","Cash Payment - Salary Expense","-1680"
"49","Salary Expense","Cash Payment - Salary Expense","-1661"
"49","Salary Expense","Cash Payment - Salary Expense","-1620"
"49","Salary Expense","Cash Payment - Salary Expense","-17190"
"49","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","32756"
"49","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11466"
"49","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","82544"
"49","Retail","Revenue - Retail Sales Manila - Red Wine","67045"
"49","Retail","Revenue - Retail Sales Manila - White Wine","37752"
"49","Retail","Revenue - Retail Sales Manila - Sparkling Wine","10062"
"49","Retail","Revenue - Retail Sales Bangkok - Red Wine","25174"
"49","Retail","Revenue - Retail Sales Bangkok - White Wine","8208"
"49","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","41116"
"49","Retail","Revenue - Retail Sales Jakarta - Red Wine","34086"
"49","Retail","Revenue - Retail Sales Jakarta - White Wine","59120"
"49","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","9728"
"49","Services","Revenue - Service Sales Order ID: 6552","99000"
"49","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-3627"
"49","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"49","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"49","Rental Expense","Cash Payment - Rental - Manila","-1860"
"49","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"49","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"48","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8098 ","-173040"
"48","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 8098 ","-185400"
"48","Human Resource Expense","Counselled","-2000"
"48","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"48","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-20000"
"48","Marketing Expense","Cash Payment - Marketing - Manila","-20000"
"48","Marketing Expense","Cash Payment - Marketing - Bangkok","-20000"
"48","Marketing Expense","Cash Payment - Marketing - Jakarta","-20000"
"48","Salary Expense","Cash Payment - Salary Expense","-1700"
"48","Salary Expense","Cash Payment - Salary Expense","-1625"
"48","Salary Expense","Cash Payment - Salary Expense","-1680"
"48","Salary Expense","Cash Payment - Salary Expense","-1601"
"48","Salary Expense","Cash Payment - Salary Expense","-1620"
"48","Salary Expense","Cash Payment - Salary Expense","-17190"
"48","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","33820"
"48","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","9984"
"48","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","78624"
"48","Retail","Revenue - Retail Sales Manila - Red Wine","68370"
"48","Retail","Revenue - Retail Sales Manila - White Wine","35288"
"48","Retail","Revenue - Retail Sales Manila - Sparkling Wine","10578"
"48","Retail","Revenue - Retail Sales Bangkok - Red Wine","24436"
"48","Retail","Revenue - Retail Sales Bangkok - White Wine","7220"
"48","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","36214"
"48","Retail","Revenue - Retail Sales Jakarta - Red Wine","33072"
"48","Retail","Revenue - Retail Sales Jakarta - White Wine","56360"
"48","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","9652"
"48","Services","Revenue - Service Sales Order ID: 6896","42000"
"48","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-1860"
"48","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"48","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"48","Rental Expense","Cash Payment - Rental - Manila","-1860"
"48","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"48","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"47","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7966 ","-173040"
"47","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7966 ","-216300"
"47","Human Resource Expense","Attended Training","-15000"
"47","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"47","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-20000"
"47","Marketing Expense","Cash Payment - Marketing - Manila","-20000"
"47","Marketing Expense","Cash Payment - Marketing - Bangkok","-20000"
"47","Marketing Expense","Cash Payment - Marketing - Jakarta","-20000"
"47","Salary Expense","Cash Payment - Salary Expense","-1700"
"47","Salary Expense","Cash Payment - Salary Expense","-1625"
"47","Salary Expense","Cash Payment - Salary Expense","-1680"
"47","Salary Expense","Cash Payment - Salary Expense","-1601"
"47","Salary Expense","Cash Payment - Salary Expense","-1620"
"47","Salary Expense","Cash Payment - Salary Expense","-17190"
"47","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","32756"
"47","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11868"
"47","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","81840"
"47","Retail","Revenue - Retail Sales Manila - Red Wine","65667"
"47","Retail","Revenue - Retail Sales Manila - White Wine","35992"
"47","Retail","Revenue - Retail Sales Manila - Sparkling Wine","11180"
"47","Retail","Revenue - Retail Sales Bangkok - Red Wine","24682"
"47","Retail","Revenue - Retail Sales Bangkok - White Wine","6916"
"47","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","35074"
"47","Retail","Revenue - Retail Sales Jakarta - Red Wine","12090"
"47","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","10108"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-2108"
"47","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"47","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"47","Rental Expense","Cash Payment - Rental - Manila","-1860"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","-125"
"47","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"47","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"46","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7789 ","-176400"
"46","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7801 ","-171360"
"46","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7801 ","-185400"
"46","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"46","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-20000"
"46","Marketing Expense","Cash Payment - Marketing - Manila","-20000"
"46","Marketing Expense","Cash Payment - Marketing - Bangkok","-20000"
"46","Marketing Expense","Cash Payment - Marketing - Jakarta","-20000"
"46","Salary Expense","Cash Payment - Salary Expense","-1700"
"46","Salary Expense","Cash Payment - Salary Expense","-1625"
"46","Salary Expense","Cash Payment - Salary Expense","-1661"
"46","Salary Expense","Cash Payment - Salary Expense","-1583"
"46","Salary Expense","Cash Payment - Salary Expense","-1620"
"46","Salary Expense","Cash Payment - Salary Expense","-17172"
"46","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 7247","-95464"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7558","-1000"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7618","-1000"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7630","-1000"
"46","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","36252"
"46","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11352"
"46","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","77990"
"46","Retail","Revenue - Retail Sales Manila - Red Wine","71709"
"46","Retail","Revenue - Retail Sales Manila - White Wine","34584"
"46","Retail","Revenue - Retail Sales Manila - Sparkling Wine","10492"
"46","Retail","Revenue - Retail Sales Bangkok - Red Wine","23944"
"46","Retail","Revenue - Retail Sales Bangkok - White Wine","7068"
"46","Retail","Revenue - Retail Sales Jakarta - Red Wine","33384"
"46","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","9576"
"46","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4727","-2200"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-2387"
"46","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"46","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"46","Rental Expense","Cash Payment - Rental - Manila","-1860"
"46","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"46","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"45","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"45","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7638 ","-176400"
"45","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7638 ","-180000"
"45","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7638 ","-210000"
"45","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"45","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-20000"
"45","Marketing Expense","Cash Payment - Marketing - Manila","-20000"
"45","Marketing Expense","Cash Payment - Marketing - Bangkok","-20000"
"45","Marketing Expense","Cash Payment - Marketing - Jakarta","-20000"
"45","Salary Expense","Cash Payment - Salary Expense","-1700"
"45","Salary Expense","Cash Payment - Salary Expense","-1625"
"45","Salary Expense","Cash Payment - Salary Expense","-1661"
"45","Salary Expense","Cash Payment - Salary Expense","-1583"
"45","Salary Expense","Cash Payment - Salary Expense","-1620"
"45","Salary Expense","Cash Payment - Salary Expense","-17172"
"45","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","213940"
"45","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","80539"
"45","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","441265"
"45","Retail","Revenue - Retail Sales Manila - Red Wine","352291"
"45","Retail","Revenue - Retail Sales Manila - White Wine","197208"
"45","Retail","Revenue - Retail Sales Manila - Sparkling Wine","80238"
"45","Retail","Revenue - Retail Sales Bangkok - Red Wine","144033"
"45","Retail","Revenue - Retail Sales Bangkok - White Wine","53124"
"45","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","41420"
"45","Retail","Revenue - Retail Sales Jakarta - Red Wine","212823"
"45","Retail","Revenue - Retail Sales Jakarta - White Wine","263600"
"45","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","67526"
"45","Services","Revenue - Service Sales Order ID: 6023","45000"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-2635"
"45","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"45","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"45","Rental Expense","Cash Payment - Rental - Manila","-1860"
"45","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"45","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"44","Human Resource Expense","Staff Dismiss","-41000"
"44","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"44","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-20000"
"44","Marketing Expense","Cash Payment - Marketing - Manila","-20000"
"44","Marketing Expense","Cash Payment - Marketing - Bangkok","-20000"
"44","Marketing Expense","Cash Payment - Marketing - Jakarta","-20000"
"44","Salary Expense","Cash Payment - Salary Expense","-1700"
"44","Salary Expense","Cash Payment - Salary Expense","-1275"
"44","Salary Expense","Cash Payment - Salary Expense","-1661"
"44","Salary Expense","Cash Payment - Salary Expense","-1583"
"44","Salary Expense","Cash Payment - Salary Expense","-1620"
"44","Salary Expense","Cash Payment - Salary Expense","-17172"
"44","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","213940"
"44","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","88666"
"44","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","402160"
"44","Retail","Revenue - Retail Sales Manila - Red Wine","360718"
"44","Retail","Revenue - Retail Sales Manila - White Wine","206844"
"44","Retail","Revenue - Retail Sales Manila - Sparkling Wine","74734"
"44","Retail","Revenue - Retail Sales Bangkok - Red Wine","150265"
"44","Retail","Revenue - Retail Sales Bangkok - White Wine","49096"
"44","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","222148"
"44","Retail","Revenue - Retail Sales Jakarta - Red Wine","218361"
"44","Retail","Revenue - Retail Sales Jakarta - White Wine","317480"
"44","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","74404"
"44","Services","Revenue - Service Sales Order ID: 6373","54000"
"44","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"44","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"44","Rental Expense","Cash Payment - Rental - Manila","-1860"
"44","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"44","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"43","Human Resource Expense","Counselled","-2000"
"43","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 7257 ","-1570800"
"43","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"43","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-20000"
"43","Marketing Expense","Cash Payment - Marketing - Manila","-20000"
"43","Marketing Expense","Cash Payment - Marketing - Bangkok","-20000"
"43","Marketing Expense","Cash Payment - Marketing - Jakarta","-20000"
"43","Salary Expense","Cash Payment - Salary Expense","-1700"
"43","Salary Expense","Cash Payment - Salary Expense","-1700"
"43","Salary Expense","Cash Payment - Salary Expense","-1661"
"43","Salary Expense","Cash Payment - Salary Expense","-1583"
"43","Salary Expense","Cash Payment - Salary Expense","-1620"
"43","Salary Expense","Cash Payment - Salary Expense","-17059"
"43","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","37240"
"43","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11352"
"43","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","65704"
"43","Retail","Revenue - Retail Sales Manila - Red Wine","61397"
"43","Retail","Revenue - Retail Sales Manila - White Wine","30586"
"43","Retail","Revenue - Retail Sales Manila - Sparkling Wine","9360"
"43","Retail","Revenue - Retail Sales Bangkok - Red Wine","22752"
"43","Retail","Revenue - Retail Sales Bangkok - White Wine","7140"
"43","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","32742"
"43","Retail","Revenue - Retail Sales Jakarta - Red Wine","27576"
"43","Retail","Revenue - Retail Sales Jakarta - White Wine","55840"
"43","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","9768"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-1271"
"43","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"43","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"43","Rental Expense","Cash Payment - Rental - Manila","-1860"
"43","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"43","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"42","Human Resource Expense","Counselled","-2000"
"42","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"42","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-10000"
"42","Marketing Expense","Cash Payment - Marketing - Manila","-10000"
"42","Marketing Expense","Cash Payment - Marketing - Bangkok","-10000"
"42","Marketing Expense","Cash Payment - Marketing - Jakarta","-10000"
"42","Salary Expense","Cash Payment - Salary Expense","-1700"
"42","Salary Expense","Cash Payment - Salary Expense","-1700"
"42","Salary Expense","Cash Payment - Salary Expense","-1661"
"42","Salary Expense","Cash Payment - Salary Expense","-1583"
"42","Salary Expense","Cash Payment - Salary Expense","-1620"
"42","Salary Expense","Cash Payment - Salary Expense","-17059"
"42","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:7058","-100000"
"42","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","34580"
"42","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","12642"
"42","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","60716"
"42","Retail","Revenue - Retail Sales Manila - Red Wine","63259"
"42","Retail","Revenue - Retail Sales Manila - White Wine","34481"
"42","Retail","Revenue - Retail Sales Manila - Sparkling Wine","10800"
"42","Retail","Revenue - Retail Sales Bangkok - Red Wine","23076"
"42","Retail","Revenue - Retail Sales Bangkok - White Wine","7070"
"42","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","31756"
"42","Retail","Revenue - Retail Sales Jakarta - Red Wine","30528"
"42","Retail","Revenue - Retail Sales Jakarta - White Wine","55920"
"42","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","8732"
"42","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-1550"
"42","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"42","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"42","Rental Expense","Cash Payment - Rental - Manila","-1860"
"42","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"42","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"41","Sales E Commerce","Revenue - ECM SO ID: 6197","95000"
"41","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"41","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-10000"
"41","Marketing Expense","Cash Payment - Marketing - Manila","-10000"
"41","Marketing Expense","Cash Payment - Marketing - Bangkok","-10000"
"41","Marketing Expense","Cash Payment - Marketing - Jakarta","-10000"
"41","Salary Expense","Cash Payment - Salary Expense","-1620"
"41","Salary Expense","Cash Payment - Salary Expense","-1620"
"41","Salary Expense","Cash Payment - Salary Expense","-1601"
"41","Salary Expense","Cash Payment - Salary Expense","-1583"
"41","Salary Expense","Cash Payment - Salary Expense","-1544"
"41","Salary Expense","Cash Payment - Salary Expense","-17059"
"41","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","31806"
"41","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11266"
"41","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","61275"
"41","Retail","Revenue - Retail Sales Manila - Red Wine","63357"
"41","Retail","Revenue - Retail Sales Manila - White Wine","32308"
"41","Retail","Revenue - Retail Sales Manila - Sparkling Wine","9600"
"41","Retail","Revenue - Retail Sales Bangkok - Red Wine","21672"
"41","Retail","Revenue - Retail Sales Bangkok - White Wine","6720"
"41","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","34578"
"41","Retail","Revenue - Retail Sales Jakarta - Red Wine","31392"
"41","Retail","Revenue - Retail Sales Jakarta - White Wine","53840"
"41","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","8658"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-1829"
"41","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"41","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-140"
"41","Rental Expense","Cash Payment - Rental - Manila","-1860"
"41","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Jakarta","-68"
"41","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"40","Wholesales (B2B)","Revenue - B2B SO ID: 2173","2132260"
"40","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 2173","-133000"
"40","Wholesales (B2B)","Revenue - B2B SO ID: 5644","484900"
"40","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6720 ","-174720"
"40","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6720 ","-262650"
"40","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"40","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-10000"
"40","Marketing Expense","Cash Payment - Marketing - Manila","-10000"
"40","Marketing Expense","Cash Payment - Marketing - Bangkok","-10000"
"40","Marketing Expense","Cash Payment - Marketing - Jakarta","-10000"
"40","Salary Expense","Cash Payment - Salary Expense","-1620"
"40","Salary Expense","Cash Payment - Salary Expense","-1620"
"40","Salary Expense","Cash Payment - Salary Expense","-1601"
"40","Salary Expense","Cash Payment - Salary Expense","-1583"
"40","Salary Expense","Cash Payment - Salary Expense","-1544"
"40","Salary Expense","Cash Payment - Salary Expense","-16399"
"40","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","31860"
"40","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","10080"
"40","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","59850"
"40","Retail","Revenue - Retail Sales Manila - Red Wine","62510"
"40","Retail","Revenue - Retail Sales Manila - White Wine","34522"
"40","Retail","Revenue - Retail Sales Manila - Sparkling Wine","10480"
"40","Retail","Revenue - Retail Sales Bangkok - Red Wine","22716"
"40","Retail","Revenue - Retail Sales Bangkok - White Wine","7178"
"40","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","33966"
"40","Retail","Revenue - Retail Sales Jakarta - Red Wine","27720"
"40","Retail","Revenue - Retail Sales Jakarta - White Wine","53320"
"40","Retail","Revenue - Retail Sales Jakarta - Sparkling Wine","9028"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","-2108"
"40","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","-1560"
"40","Rental Expense","Cash Payment - Rental - Butterworth","-2000"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","-455"
"40","Rental Expense","Cash Payment - Rental - Manila","-1860"
"40","Rental Expense","Cash Payment - Rental - Bangkok","-1320"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Jakarta","-374"
"40","Rental Expense","Cash Payment - Rental - Jakarta","-1800"
"39","Sales E Commerce","Revenue - ECM SO ID: 5838","100000"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6530 ","-169680"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6530 ","-180000"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6530 ","-171360"
"39","Human Resource Expense","Counselled","-2000"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6547 ","-238000"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6547 ","-180000"
"39","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6547 ","-70000"
"39","Human Resource Expense","Attended Training","-15000"
"39","Marketing Expense","Cash Payment - Marketing Report Subscription","-20000"
"39","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","-10000"
"39","Marketing Expense","Cash Payment - Marketing - Manila","-10000"
"39","Marketing Expense","Cash Payment - Marketing - Bangkok","-10000"
"39","Marketing Expense","Cash Payment - Marketing - Jakarta","-10000"
"39","Salary Expense","Cash Payment - Salary Expense","-1620"
"39","Salary Expense","Cash Payment - Salary Expense","-1620"
"39","Salary Expense","Cash Payment - Salary Expense","-1601"
"39","Salary Expense","Cash Payment - Salary Expense","-1583"
"39","Salary Expense","Cash Payment - Salary Expense","-1544"
"39","Salary Expense","Cash Payment - Salary Expense","-16381"
"39","Prepaid","Cash Payment - Web Buy - Payment to Escrow PO:6534","-100000"
"39","Retail","Revenue - Retail Sales Ho Chi Minh City - Red Wine","29160"
"39","Retail","Revenue - Retail Sales Ho Chi Minh City - White Wine","11760"
"39","Retail","Revenue - Retail Sales Ho Chi Minh City - Sparkling Wine","55440"
"39","Retail","Revenue - Retail Sales Manila - Red Wine","61899"
"39","Retail","Revenue - Retail Sales Manila - White Wine","32964"
"39","Retail","Revenue - Retail Sales Manila - Sparkling Wine","10240"
"39","Retail","Revenue - Retail Sales Bangkok - Red Wine","20844"
"39","Retail","Revenue - Retail Sales Bangkok - White Wine","6512"
"39","Retail","Revenue - Retail Sales Bangkok - Sparkling Wine","31518"
"39","Retail","Revenue - Retail Sales Jakarta - Red Wine","29400"
"39","Retail","Revenue - Retail Sales Jakarta - White Wine","18640"
