"Day ","Items ","Note ","Amount "
"48","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1860"
"48","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"48","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"48","Rental Expense","Cash Payment - Rental - Manila","1860"
"48","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"48","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"48","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"47","Human Resource Expense","Attended Training","15000"
"47","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"47","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"47","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"47","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"47","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"47","Salary Expense","Cash Payment - Salary Expense","1700"
"47","Salary Expense","Cash Payment - Salary Expense","1625"
"47","Salary Expense","Cash Payment - Salary Expense","1680"
"47","Salary Expense","Cash Payment - Salary Expense","1601"
"47","Salary Expense","Cash Payment - Salary Expense","1620"
"47","Salary Expense","Cash Payment - Salary Expense","17190"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2108"
"47","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"47","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"47","Rental Expense","Cash Payment - Rental - Manila","1860"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","125"
"47","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"47","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"47","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"46","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"46","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"46","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"46","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"46","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"46","Salary Expense","Cash Payment - Salary Expense","1700"
"46","Salary Expense","Cash Payment - Salary Expense","1625"
"46","Salary Expense","Cash Payment - Salary Expense","1661"
"46","Salary Expense","Cash Payment - Salary Expense","1583"
"46","Salary Expense","Cash Payment - Salary Expense","1620"
"46","Salary Expense","Cash Payment - Salary Expense","17172"
"46","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 7247","95464"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7558","1000"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7618","1000"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7630","1000"
"46","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4727","2200"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2387"
"46","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"46","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"46","Rental Expense","Cash Payment - Rental - Manila","1860"
"46","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"46","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"46","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"45","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"45","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"45","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"45","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"45","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"45","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"45","Salary Expense","Cash Payment - Salary Expense","1700"
"45","Salary Expense","Cash Payment - Salary Expense","1625"
"45","Salary Expense","Cash Payment - Salary Expense","1661"
"45","Salary Expense","Cash Payment - Salary Expense","1583"
"45","Salary Expense","Cash Payment - Salary Expense","1620"
"45","Salary Expense","Cash Payment - Salary Expense","17172"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2635"
"45","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"45","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"45","Rental Expense","Cash Payment - Rental - Manila","1860"
"45","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"45","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"45","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"44","Human Resource Expense","Staff Dismiss","41000"
"44","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"44","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"44","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"44","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"44","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"44","Salary Expense","Cash Payment - Salary Expense","1700"
"44","Salary Expense","Cash Payment - Salary Expense","1275"
"44","Salary Expense","Cash Payment - Salary Expense","1661"
"44","Salary Expense","Cash Payment - Salary Expense","1583"
"44","Salary Expense","Cash Payment - Salary Expense","1620"
"44","Salary Expense","Cash Payment - Salary Expense","17172"
"44","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"44","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"44","Rental Expense","Cash Payment - Rental - Manila","1860"
"44","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"44","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"44","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"43","Human Resource Expense","Counselled","2000"
"43","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"43","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","20000"
"43","Marketing Expense","Cash Payment - Marketing - Manila","20000"
"43","Marketing Expense","Cash Payment - Marketing - Bangkok","20000"
"43","Marketing Expense","Cash Payment - Marketing - Jakarta","20000"
"43","Salary Expense","Cash Payment - Salary Expense","1700"
"43","Salary Expense","Cash Payment - Salary Expense","1700"
"43","Salary Expense","Cash Payment - Salary Expense","1661"
"43","Salary Expense","Cash Payment - Salary Expense","1583"
"43","Salary Expense","Cash Payment - Salary Expense","1620"
"43","Salary Expense","Cash Payment - Salary Expense","17059"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1271"
"43","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"43","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"43","Rental Expense","Cash Payment - Rental - Manila","1860"
"43","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"43","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"43","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"42","Human Resource Expense","Counselled","2000"
"42","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"42","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"42","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"42","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"42","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"42","Salary Expense","Cash Payment - Salary Expense","1700"
"42","Salary Expense","Cash Payment - Salary Expense","1700"
"42","Salary Expense","Cash Payment - Salary Expense","1661"
"42","Salary Expense","Cash Payment - Salary Expense","1583"
"42","Salary Expense","Cash Payment - Salary Expense","1620"
"42","Salary Expense","Cash Payment - Salary Expense","17059"
"42","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1550"
"42","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"42","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"42","Rental Expense","Cash Payment - Rental - Manila","1860"
"42","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"42","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"42","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"41","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"41","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"41","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"41","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"41","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"41","Salary Expense","Cash Payment - Salary Expense","1620"
"41","Salary Expense","Cash Payment - Salary Expense","1620"
"41","Salary Expense","Cash Payment - Salary Expense","1601"
"41","Salary Expense","Cash Payment - Salary Expense","1583"
"41","Salary Expense","Cash Payment - Salary Expense","1544"
"41","Salary Expense","Cash Payment - Salary Expense","17059"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1829"
"41","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"41","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","140"
"41","Rental Expense","Cash Payment - Rental - Manila","1860"
"41","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Jakarta","68"
"41","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"41","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"40","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"40","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"40","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"40","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"40","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"40","Salary Expense","Cash Payment - Salary Expense","1620"
"40","Salary Expense","Cash Payment - Salary Expense","1620"
"40","Salary Expense","Cash Payment - Salary Expense","1601"
"40","Salary Expense","Cash Payment - Salary Expense","1583"
"40","Salary Expense","Cash Payment - Salary Expense","1544"
"40","Salary Expense","Cash Payment - Salary Expense","16399"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2108"
"40","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"40","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","455"
"40","Rental Expense","Cash Payment - Rental - Manila","1860"
"40","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Jakarta","374"
"40","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"40","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"39","Human Resource Expense","Counselled","2000"
"39","Human Resource Expense","Attended Training","15000"
"39","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"39","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"39","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"39","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"39","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"39","Salary Expense","Cash Payment - Salary Expense","1620"
"39","Salary Expense","Cash Payment - Salary Expense","1620"
"39","Salary Expense","Cash Payment - Salary Expense","1601"
"39","Salary Expense","Cash Payment - Salary Expense","1583"
"39","Salary Expense","Cash Payment - Salary Expense","1544"
"39","Salary Expense","Cash Payment - Salary Expense","16381"
"39","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2325"
"39","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"39","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"39","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","700"
"39","Rental Expense","Cash Payment - Rental - Manila","1860"
"39","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","75"
"39","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"39","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"39","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"38","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"38","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"38","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"38","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"38","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"38","Salary Expense","Cash Payment - Salary Expense","1620"
"38","Salary Expense","Cash Payment - Salary Expense","1620"
"38","Salary Expense","Cash Payment - Salary Expense","1601"
"38","Salary Expense","Cash Payment - Salary Expense","1526"
"38","Salary Expense","Cash Payment - Salary Expense","1544"
"38","Salary Expense","Cash Payment - Salary Expense","16381"
"38","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6197","950"
"38","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"38","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"38","Rental Expense","Cash Payment - Rental - Manila","1860"
"38","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","225"
"38","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"38","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"38","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"37","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"37","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"37","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"37","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"37","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"37","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"37","Salary Expense","Cash Payment - Salary Expense","1620"
"37","Salary Expense","Cash Payment - Salary Expense","1620"
"37","Salary Expense","Cash Payment - Salary Expense","1601"
"37","Salary Expense","Cash Payment - Salary Expense","1526"
"37","Salary Expense","Cash Payment - Salary Expense","1544"
"37","Salary Expense","Cash Payment - Salary Expense","16381"
"37","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 5644","21057"
"37","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"37","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"37","Rental Expense","Cash Payment - Rental - Manila","1860"
"37","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","375"
"37","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"37","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"37","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"36","Human Resource Expense","Counselled","2000"
"36","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"36","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"36","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"36","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"36","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"36","Salary Expense","Cash Payment - Salary Expense","1620"
"36","Salary Expense","Cash Payment - Salary Expense","1620"
"36","Salary Expense","Cash Payment - Salary Expense","1583"
"36","Salary Expense","Cash Payment - Salary Expense","1508"
"36","Salary Expense","Cash Payment - Salary Expense","1544"
"36","Salary Expense","Cash Payment - Salary Expense","16031"
"36","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5838","1000"
"36","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1395"
"36","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"36","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"36","Rental Expense","Cash Payment - Rental - Manila","1860"
"36","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Bangkok","525"
"36","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"36","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"36","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"35","Human Resource Expense","Staff Dismiss","33000"
"35","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"35","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"35","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"35","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"35","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"35","Salary Expense","Cash Payment - Salary Expense","1620"
"35","Salary Expense","Cash Payment - Salary Expense","1620"
"35","Salary Expense","Cash Payment - Salary Expense","1583"
"35","Salary Expense","Cash Payment - Salary Expense","1508"
"35","Salary Expense","Cash Payment - Salary Expense","1544"
"35","Salary Expense","Cash Payment - Salary Expense","16031"
"35","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","1612"
"35","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"35","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"35","Rental Expense","Cash Payment - Rental - Manila","1860"
"35","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"35","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"35","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"34","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"34","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"34","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"34","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"34","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"34","Salary Expense","Cash Payment - Salary Expense","1620"
"34","Salary Expense","Cash Payment - Salary Expense","1620"
"34","Salary Expense","Cash Payment - Salary Expense","1583"
"34","Salary Expense","Cash Payment - Salary Expense","1508"
"34","Salary Expense","Cash Payment - Salary Expense","1544"
"34","Salary Expense","Cash Payment - Salary Expense","16436"
"34","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","2914"
"34","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"34","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"34","Rental Expense","Cash Payment - Rental - Manila","1860"
"34","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"34","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"34","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"33","Human Resource Expense","Attended Training","15000"
"33","Human Resource Expense","Attended Training","15000"
"33","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"33","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"33","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"33","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"33","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"33","Salary Expense","Cash Payment - Salary Expense","1620"
"33","Salary Expense","Cash Payment - Salary Expense","1620"
"33","Salary Expense","Cash Payment - Salary Expense","1583"
"33","Salary Expense","Cash Payment - Salary Expense","1508"
"33","Salary Expense","Cash Payment - Salary Expense","1544"
"33","Salary Expense","Cash Payment - Salary Expense","16328"
"33","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5276","1000"
"33","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"33","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"33","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","700"
"33","Rental Expense","Cash Payment - Rental - Manila","1860"
"33","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"33","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"33","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"32","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"32","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"32","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"32","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"32","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"32","Salary Expense","Cash Payment - Salary Expense","1620"
"32","Salary Expense","Cash Payment - Salary Expense","1620"
"32","Salary Expense","Cash Payment - Salary Expense","1583"
"32","Salary Expense","Cash Payment - Salary Expense","1508"
"32","Salary Expense","Cash Payment - Salary Expense","1544"
"32","Salary Expense","Cash Payment - Salary Expense","16328"
"32","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 4735","15433"
"32","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","527"
"32","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"32","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"32","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","2275"
"32","Rental Expense","Cash Payment - Rental - Manila","1860"
"32","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"32","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"32","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"31","Human Resource Expense","Counselled","2000"
"31","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"31","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"31","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"31","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"31","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"31","Salary Expense","Cash Payment - Salary Expense","1544"
"31","Salary Expense","Cash Payment - Salary Expense","1544"
"31","Salary Expense","Cash Payment - Salary Expense","1526"
"31","Salary Expense","Cash Payment - Salary Expense","1508"
"31","Salary Expense","Cash Payment - Salary Expense","1472"
"31","Salary Expense","Cash Payment - Salary Expense","16328"
"31","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","3348"
"31","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"31","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"31","Rental Expense","Cash Payment - Rental - Manila","1860"
"31","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"31","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"31","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"30","Human Resource Expense","Counselled","2000"
"30","Human Resource Expense","Counselled","2000"
"30","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"30","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","10000"
"30","Marketing Expense","Cash Payment - Marketing - Manila","10000"
"30","Marketing Expense","Cash Payment - Marketing - Bangkok","10000"
"30","Marketing Expense","Cash Payment - Marketing - Jakarta","10000"
"30","Salary Expense","Cash Payment - Salary Expense","1544"
"30","Salary Expense","Cash Payment - Salary Expense","1544"
"30","Salary Expense","Cash Payment - Salary Expense","1526"
"30","Salary Expense","Cash Payment - Salary Expense","1508"
"30","Salary Expense","Cash Payment - Salary Expense","1472"
"30","Salary Expense","Cash Payment - Salary Expense","15682"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4370","950"
"30","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"30","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"30","Rental Expense","Cash Payment - Rental - Manila","1860"
"30","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"30","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"30","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"29","Human Resource Expense","Counselled","2000"
"29","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"29","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","6500"
"29","Marketing Expense","Cash Payment - Marketing - Manila","6000"
"29","Marketing Expense","Cash Payment - Marketing - Bangkok","6000"
"29","Marketing Expense","Cash Payment - Marketing - Jakarta","6000"
"29","Salary Expense","Cash Payment - Salary Expense","1544"
"29","Salary Expense","Cash Payment - Salary Expense","1544"
"29","Salary Expense","Cash Payment - Salary Expense","1526"
"29","Salary Expense","Cash Payment - Salary Expense","1508"
"29","Salary Expense","Cash Payment - Salary Expense","1472"
"29","Salary Expense","Cash Payment - Salary Expense","15664"
"29","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"29","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"29","Rental Expense","Cash Payment - Rental - Manila","1860"
"29","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"29","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"29","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"28","Human Resource Expense","Counselled","2000"
"28","Human Resource Expense","Counselled","2000"
"28","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"28","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","6500"
"28","Marketing Expense","Cash Payment - Marketing - Manila","6000"
"28","Marketing Expense","Cash Payment - Marketing - Bangkok","6000"
"28","Marketing Expense","Cash Payment - Marketing - Jakarta","6000"
"28","Salary Expense","Cash Payment - Salary Expense","1544"
"28","Salary Expense","Cash Payment - Salary Expense","1544"
"28","Salary Expense","Cash Payment - Salary Expense","1526"
"28","Salary Expense","Cash Payment - Salary Expense","1454"
"28","Salary Expense","Cash Payment - Salary Expense","1472"
"28","Salary Expense","Cash Payment - Salary Expense","15664"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","93"
"28","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"28","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"28","Rental Expense","Cash Payment - Rental - Manila","1860"
"28","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"28","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"28","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"27","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"27","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"27","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"27","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","6500"
"27","Marketing Expense","Cash Payment - Marketing - Manila","6000"
"27","Marketing Expense","Cash Payment - Marketing - Bangkok","6000"
"27","Marketing Expense","Cash Payment - Marketing - Jakarta","6000"
"27","Salary Expense","Cash Payment - Salary Expense","1544"
"27","Salary Expense","Cash Payment - Salary Expense","1544"
"27","Salary Expense","Cash Payment - Salary Expense","1526"
"27","Salary Expense","Cash Payment - Salary Expense","1454"
"27","Salary Expense","Cash Payment - Salary Expense","1472"
"27","Salary Expense","Cash Payment - Salary Expense","15664"
"27","Shipping Expense","Cash Payment - Shipping Expense - B2B SO : 2173","166283"
"27","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"27","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"27","Rental Expense","Cash Payment - Rental - Manila","1860"
"27","Rental Expense","Cash Payment - Rental - Bangkok","1320"
"27","Rental Expense","Cash Payment - Rental - Jakarta","1800"
"27","Depreciation Expense","Non-Cash Expense - Depreciation","11667"
"27","Interest Expense ","Cash Payment - Interest - For Overdraft Used","3756"
"26","Human Resource Expense","Attended Training","15000"
"26","Human Resource Expense","Staff Dismiss","23000"
"26","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"26","Marketing Expense","Cash Payment - Marketing - Ho Chi Minh City","4000"
"26","Marketing Expense","Cash Payment - Marketing - Manila","4000"
"26","Marketing Expense","Cash Payment - Marketing - Bangkok","4000"
"26","Marketing Expense","Cash Payment - Marketing - Jakarta","4000"
"26","Salary Expense","Cash Payment - Salary Expense","1544"
"26","Salary Expense","Cash Payment - Salary Expense","1544"
"26","Salary Expense","Cash Payment - Salary Expense","1158"
"26","Salary Expense","Cash Payment - Salary Expense","1104"
"26","Salary Expense","Cash Payment - Salary Expense","1472"
"26","Salary Expense","Cash Payment - Salary Expense","15664"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Ho Chi Minh City","310"
"26","Rental Expense","Cash Payment - Rental - Ho Chi Minh City","1560"
"26","Rental Expense","Cash Payment - Rental - Butterworth","2000"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Manila","210"
"26","Rental Expense","Cash Payment - Rental - Manila","1860"
"26","Rental Expense","Cash Payment - Rental - Bangkok","1320"
